"Ainsworth_Rookwood2" "Ainsworth_Rookwood3" "Badcock_RealLifeInLondon" "Bowring_MinorMorals1" "Bowring_MinorMorals2" "Cooper_LastMohicans_1" "Cooper_LastMohicans_2" "Cooper_LastMohicans_3" "Cooper_LastMohicans_4" "Cooper_TheBravo2" "Doyle_SherlockHolmes_1" "Doyle_SherlockHolmes_2" "Doyle_SherlockHolmes_3" "Doyle_SherlockHolmes_4" "Doyle_SignOfTheFour_1" "Edgeworth_HarryandLucy1" "Edgeworth_HarryandLucy2" "Edgeworth_HarryandLucy4" "Edgeworth_Helen" "Egan_LifeInLondon" "Ferrier_Destiny1" "Ferrier_Destiny2" "Galt_Spaewife1" "Galt_Spaewife3" "Gilman_RecollectionsofSouthernMatron" "Godwin_StLeon" "Hawthorne_TwiceToldTales_1" "Hawthorne_TwiceToldTales_2" "Hawthorne_TwiceToldTales_3" "Irving_BracebridgeHall1" "Irving_BracebridgeHall2" "Irving_SketchBookOfGeoffreyCrayon_1" "Irving_SketchBookOfGeoffreyCrayon_2" "Irving_SketchBookOfGeoffreyCrayon_4" "Landor_PericlesAndAspesia2" "Lytton_LastDayOfPompeii1" "Lytton_LastDayOfPompeii3" "Melville_MobyDick_2" "Melville_MobyDick_3" "Melville_MobyDick_4" "Poe_Assignation_1834" "Poe_Berenice_1835" "Poe_CaskOfAmontillado" "Poe_FactsOfTheCaseOfMValdemar_1845" "Poe_FallOfHouseUsher" "Poe_HopFrog_1849" "Poe_KingPest_1835" "Poe_Ligeia_1838" "Poe_MaskOfTheRedDeath" "Poe_Metzengerstein_1832" "Poe_Morella_1835" "Poe_Raven" "Poe_ShadowAParable_1835" "Poe_Tamerlane_1829" "Poe_TheManOfTheCrowd_1840" "Poe_TheMesmericRevelation_1844" "Poe_TheOvalPortrait_1842" "Poe_TheSphinx_1846" "Quincey_Klosterheim" "Scott_ChroniclesOftheCanongate1" "Scott_ChroniclesOftheCanongate2" "Scott_ChroniclesOftheCanongate3" "Scott_TheAbbot1" "Scott_TheAbbot3" "Scott_Woodstock1" "Scott_Woodstock2" "Scott_Woodstock3" "Southey_TheDoctor1"
"sports" 0 0 0.00415848830633088 0 0.00551495932717496 0 0.00271931255778539 0.00544114046304105 0.00272027420363973 0 0 0 0 0 0 0 0 0 0 0.00612045046515423 0 0 0 0 0.0120982376900432 0.00065078745281791 0.0081808513539309 0 0.00545479339969999 0.00652897777971229 0.0104416831993317 0.00633372391297463 0 0.00633452633579324 0 0 0.0199431619883332 0.00190577831986583 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00194170986971127 0.0024268899405412 0 0.0121600259413887 0.00563179335072932 0.00196224637965543 0.0022049744222967 0 0
"tavern" 0.00361768323565589 0 0.00873282544329485 0 0 0 0 0 0 0 0 0 0 0 0.00231894812513044 0 0 0 0 0.00612045046515423 0 0 0 0 0 0 0.0136347522565515 0.00545479339969999 0 0.00652897777971229 0.00696112213288782 0.00633372391297463 0.0411692054343351 0.00950178950368986 0 0.00592358574390364 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0024268899405412 0 0 0 0 0 0 0.00219949411635324
"travellers" 0 0.00220332261049663 0.00166339532253235 0.00574877838459327 0.00275747966358748 0 0 0 0 0.00149505883056498 0.00382614018977655 0 0 0 0 0.00814796708221299 0.00891790179606542 0.00348050049597132 0 0.00204015015505141 0 0.00185832156396343 0 0 0 0 0.0027269504513103 0.01363698349925 0.00818219009954998 0.0152342814859953 0.00696112213288782 0.0126674478259493 0.0158343097824366 0.00316726316789662 0 0 0 0.00381155663973167 0.00190588728582592 0 0 0 0 0 0.0139547864917667 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00570515746234596 0.00194170986971127 0 0 0.00608001297069434 0 0.00196224637965543 0 0 0
"uneasiness" 0.00361768323565589 0.0132199356629798 0 0 0 0.00816037864156897 0.00543862511557078 0.0108822809260821 0 0.00598023532225993 0 0 0.00382672585335987 0.00382731169626454 0.00463789625026088 0 0 0.00348050049597132 0.00218808804866308 0.00204015015505141 0 0.00185832156396343 0 0 0 0.0117141741507224 0.0027269504513103 0 0 0.00217632592657076 0.00348056106644391 0 0 0.00633452633579324 0.00251167930878585 0 0.00249289524854166 0.00190577831986583 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0284738041002278 0.0267737617135207 0 0 0.00570515746234596 0.00388341973942254 0 0 0.00405334198046289 0 0 0 0 0
"unnecessary" 0 0.00660996783148989 0.00207924415316544 0.00862316757688991 0.00275747966358748 0.00544025242771265 0.00815793767335618 0 0.00544054840727945 0.0089703529833899 0 0.00382745818501933 0.00382672585335987 0.00765462339252909 0.00231894812513044 0.00203699177055325 0.00356716071842617 0 0.00875235219465231 0 0.00427469168786201 0.00185832156396343 0 0 0.00403274589668105 0.00195236235845373 0 0 0.00272739669984999 0.00217632592657076 0 0 0.00316686195648732 0 0.00251167930878585 0.00197452858130121 0 0.00190577831986583 0.00381177457165183 0.0019046893451678 0 0 0 0 0 0 0 0 0 0 0.0473036896877956 0 0 0 0 0 0 0 0 0 0 0.00250909547108267 0.00405334198046289 0 0.00196224637965543 0.0066149232668901 0.00271923861318831 0.00219949411635324
"uses" 0 0 0.00124754649189926 0.00287438919229664 0.0220598373086998 0.00544025242771265 0 0.00544114046304105 0 0.00747529415282491 0 0.00382745818501933 0.00382672585335987 0 0.00231894812513044 0.00203699177055325 0.00891790179606542 0 0 0.00408030031010282 0 0 0 0 0 0 0 0 0 0.00217632592657076 0 0.00316686195648732 0 0.00316726316789662 0.00753503792635756 0.00197452858130121 0 0 0.00381177457165183 0.0019046893451678 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00485377988108239 0.00501819094216535 0.00202667099023145 0 0.00392449275931086 0.0044099488445934 0 0.0263939293962389
"utterance" 0.00723536647131177 0.00660996783148989 0.00166339532253235 0.0143719459614832 0 0.00544025242771265 0.00543862511557078 0.00544114046304105 0.00544054840727945 0.00149505883056498 0 0 0 0 0 0 0 0 0.00218808804866308 0.00204015015505141 0 0.0167248940756709 0 0.00272903419479846 0.00403274589668105 0.00065078745281791 0.0081808513539309 0 0.0109095867994 0.00217632592657076 0 0 0 0 0.00251167930878585 0 0 0 0.00190588728582592 0 0 0 0.0428265524625268 0.0282805429864253 0.0418643594753 0 0 0.0324675324675325 0 0 0 0 0 0 0 0 0 0 0.00570515746234596 0 0 0.00501819094216535 0.00202667099023145 0.00375452890048621 0 0.0022049744222967 0 0.00439898823270648
"wasted" 0 0 0.000415848830633088 0.00287438919229664 0 0 0 0.00272057023152053 0.00272027420363973 0.00598023532225993 0 0 0.00382672585335987 0.00765462339252909 0.00463789625026088 0 0.00535074107763925 0.00522075074395698 0.00218808804866308 0.00204015015505141 0 0 0 0 0 0.00390472471690746 0.0054539009026206 0.0109095867994 0.00272739669984999 0.00652897777971229 0.00174028053322196 0.00950058586946195 0.00316686195648732 0.00633452633579324 0 0.00789811432520486 0 0 0 0.00380937869033561 0 0 0 0 0 0 0.021362956633198 0 0 0 0 0 0 0 0 0 0 0 0 0.0058251296091338 0.0024268899405412 0.00501819094216535 0.00405334198046289 0 0.00196224637965543 0.0044099488445934 0 0.00219949411635324
"you^re" 0 0 0.00582188362886324 0 0 0 0.0108772502311416 0 0 0 0 0 0 0.0114819350887936 0.00231894812513044 0 0 0 0 0 0.0170987667514481 0.039024752843232 0 0 0 0 0.0027269504513103 0 0 0.00652897777971229 0.00348056106644391 0 0 0 0 0 0 0.00381155663973167 0.00381177457165183 0.00380937869033561 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"abbey" 0.0144707329426235 0.00220332261049663 0.00499018596759706 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00612045046515423 0 0 0.016243434945043 0.00818710258439538 0 0 0 0 0 0 0 0.00316686195648732 0.060170377173259 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0649350649350649 0.0413736036408771 0 0 0 0 0 0 0 0 0 0 0.00388341973942254 0 0.00250909547108267 0.0121600259413887 0.00375452890048621 0 0 0 0
"amazement" 0.0108530497069677 0.0110166130524831 0.00249509298379853 0 0 0.00272012621385632 0.00271931255778539 0.0136028511576026 0.00816082261091918 0.00149505883056498 0.00382614018977655 0 0 0 0 0 0 0 0 0 0.00213734584393101 0.0111499293837806 0.0108289566300287 0.0109161367791938 0 0.00130157490563582 0.0054539009026206 0.00272739669984999 0.00272739669984999 0.00217632592657076 0.00174028053322196 0 0.00316686195648732 0 0 0 0 0.00762311327946333 0.00190588728582592 0 0.0451467268623025 0 0 0 0.0139547864917667 0 0.021362956633198 0.0162337662337662 0 0 0 0 0 0 0.0284738041002278 0 0 0 0 0 0 0.00501819094216535 0 0 0 0.0022049744222967 0 0
"apply" 0 0 0.00415848830633088 0.00574877838459327 0.00551495932717496 0 0 0 0 0.00149505883056498 0.0229568411386593 0 0 0.00382731169626454 0.00927579250052176 0.00407398354110649 0 0.00348050049597132 0.00218808804866308 0.00612045046515423 0 0 0 0 0.00403274589668105 0.00390472471690746 0 0 0 0.00217632592657076 0.00522084159966587 0.00316686195648732 0 0 0.00251167930878585 0.00394905716260243 0 0 0.00190588728582592 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00194170986971127 0.00728066982162359 0.00501819094216535 0.00202667099023145 0 0.00196224637965543 0.0022049744222967 0 0.00659848234905972
"arches" 0.00361768323565589 0.0132199356629798 0.00873282544329485 0.00287438919229664 0 0.00816037864156897 0.0108772502311416 0.00272057023152053 0.00544054840727945 0.00448517649169495 0 0 0 0 0 0 0 0 0 0.00204015015505141 0 0 0 0 0 0 0 0 0 0.00435265185314153 0 0 0.0126674478259493 0 0 0 0.00498579049708331 0.00190577831986583 0 0 0 0 0.0428265524625268 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00194170986971127 0 0.00250909547108267 0.00608001297069434 0 0.00392449275931086 0.0022049744222967 0.00271923861318831 0
"burned" 0 0.00220332261049663 0 0 0 0.00272012621385632 0.00271931255778539 0 0 0 0.00382614018977655 0.011482374555058 0.00382672585335987 0 0.00463789625026088 0 0.00535074107763925 0.0121817517358996 0.0109404402433154 0 0.00213734584393101 0.00185832156396343 0 0 0 0.00260314981127164 0.0027269504513103 0.00545479339969999 0.00545479339969999 0.00217632592657076 0 0 0 0 0 0.00197452858130121 0.00249289524854166 0 0.00190588728582592 0.00952344672583902 0.0225733634311512 0.0312695434646654 0 0 0 0 0 0 0 0 0.0946073793755913 0.0914913083257091 0 0.06426735218509 0 0 0 0 0 0.00194170986971127 0.0024268899405412 0.00250909547108267 0.00405334198046289 0.00563179335072932 0.00196224637965543 0 0.00543847722637661 0
"candle" 0.0108530497069677 0 0.00374263947569779 0 0 0 0 0 0 0.00149505883056498 0 0 0.0114801775600796 0 0.00695684437539132 0.00814796708221299 0.00356716071842617 0.00522075074395698 0 0.00408030031010282 0 0 0.00541447831501435 0.00272903419479846 0.00403274589668105 0 0 0 0.00545479339969999 0.00652897777971229 0.00870140266610978 0 0 0 0 0 0 0.00190577831986583 0 0 0 0 0 0.0282805429864253 0 0 0 0 0.0413736036408771 0 0 0 0 0 0 0 0 0 0 0.0058251296091338 0.0024268899405412 0.00250909547108267 0.00405334198046289 0.00375452890048621 0.00784898551862172 0.0066149232668901 0 0
"carmelite" 0 0 0 0 0 0 0 0 0 0.091198588664464 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0024268899405412 0 0 0 0 0 0 0
"conachar" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0543678763519155 0.024268899405412 0.0602182913059842 0 0 0 0 0 0
"destroy" 0 0.00440664522099326 0.00124754649189926 0.00862316757688991 0.00827243899076244 0.00544025242771265 0.00271931255778539 0 0.00272027420363973 0.00448517649169495 0 0.00382745818501933 0 0 0 0 0.00178358035921308 0.00174025024798566 0.00218808804866308 0.00204015015505141 0.00213734584393101 0 0 0 0 0.00520629962254328 0 0 0.00272739669984999 0.00217632592657076 0 0.00316686195648732 0 0 0.00753503792635756 0.00197452858130121 0.00498579049708331 0.00190577831986583 0 0.00380937869033561 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0267737617135207 0 0 0 0.00194170986971127 0.00728066982162359 0.00752728641324802 0.00810668396092578 0.00187726445024311 0.00588673913896629 0 0.00543847722637661 0
"effected" 0.00723536647131177 0.00440664522099326 0.00790112778202868 0 0.00275747966358748 0.00544025242771265 0 0.00544114046304105 0 0.00299011766112997 0 0 0 0.00382731169626454 0 0.00203699177055325 0.00178358035921308 0.00174025024798566 0 0.00204015015505141 0 0 0 0 0.00403274589668105 0.00390472471690746 0 0.00545479339969999 0.00272739669984999 0.00217632592657076 0.00174028053322196 0.00633372391297463 0 0.00633452633579324 0 0 0 0.00190577831986583 0.00381177457165183 0 0 0.0312695434646654 0 0 0 0.0277238702522872 0.021362956633198 0 0 0 0 0 0 0 0 0 0 0 0.00570515746234596 0.00194170986971127 0 0 0 0 0.00196224637965543 0 0 0.00439898823270648
"eve" 0 0 0.000831697661266177 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00641203753179302 0 0 0 0 0 0.0163617027078618 0.0109095867994 0.0163643801991 0.0348212148251322 0 0 0.00316686195648732 0 0 0.00394905716260243 0.0124644762427083 0.00190577831986583 0 0.0019046893451678 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00970854934855634 0.0145613396432472 0.00250909547108267 0.00202667099023145 0.00187726445024311 0 0 0 0.00219949411635324
"fantastic" 0 0 0.000831697661266177 0 0 0.00272012621385632 0.00271931255778539 0.00544114046304105 0 0 0.0114784205693297 0.011482374555058 0.00382672585335987 0 0.00695684437539132 0 0 0 0 0.00204015015505141 0 0 0 0 0 0.00065078745281791 0.0054539009026206 0.00818219009954998 0.00818219009954998 0 0.00348056106644391 0 0 0.00316726316789662 0 0.00789811432520486 0 0.00381155663973167 0 0 0.0225733634311512 0.0625390869293308 0 0 0.0279095729835334 0 0 0.0487012987012987 0.0413736036408771 0 0 0.0914913083257091 0 0 0 0 0 0 0 0 0.00485377988108239 0 0.00202667099023145 0.00187726445024311 0.00588673913896629 0.0044099488445934 0.00543847722637661 0.0131969646981194
"fitting" 0.0361768323565589 0.00440664522099326 0.00166339532253235 0.00287438919229664 0.00551495932717496 0.00544025242771265 0.00271931255778539 0.00272057023152053 0.00272027420363973 0 0 0 0 0 0.00231894812513044 0.00203699177055325 0 0 0 0 0 0 0.00541447831501435 0.00272903419479846 0 0 0.0109078018052412 0.00545479339969999 0 0 0.00174028053322196 0.00316686195648732 0 0 0 0 0.00249289524854166 0.00190577831986583 0 0 0.0225733634311512 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00970854934855634 0.0024268899405412 0.00752728641324802 0.00608001297069434 0.00375452890048621 0.0117734782779326 0.0022049744222967 0.00271923861318831 0.00219949411635324
"glasses" 0.00361768323565589 0.00220332261049663 0.00457433713696397 0 0 0 0.00543862511557078 0 0.00272027420363973 0 0.0153045607591062 0 0.00382672585335987 0.0114819350887936 0.00463789625026088 0.00203699177055325 0.0124850625144916 0.00174025024798566 0.00218808804866308 0.00816060062020565 0.00213734584393101 0 0 0 0 0 0 0.0272739669984999 0.00272739669984999 0.00435265185314153 0.00174028053322196 0 0 0 0 0 0.00249289524854166 0.00190577831986583 0 0.00571406803550341 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0022049744222967 0 0.00219949411635324
"globe" 0.0108530497069677 0 0.00249509298379853 0 0.00827243899076244 0 0 0 0 0 0 0 0.00382672585335987 0 0 0 0.00891790179606542 0.0295842542157562 0 0 0.00213734584393101 0 0 0 0 0.00520629962254328 0 0.00545479339969999 0 0 0 0.00316686195648732 0 0 0 0.00197452858130121 0 0.011434669919195 0.00190588728582592 0.0133328254161746 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"handassah" 0 0.136606001850791 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"hatred" 0 0.00660996783148989 0.000415848830633088 0.00862316757688991 0.00551495932717496 0 0.00271931255778539 0 0.00272027420363973 0 0 0 0 0 0.00231894812513044 0 0 0 0.00218808804866308 0.00204015015505141 0.00427469168786201 0.00185832156396343 0 0 0 0.00846023688663283 0.0081808513539309 0 0.00272739669984999 0.00217632592657076 0 0 0 0 0.00502335861757171 0.00197452858130121 0.00997158099416662 0 0 0 0 0 0 0 0 0 0 0.0162337662337662 0 0 0 0 0 0 0 0 0 0 0 0.00194170986971127 0.00485377988108239 0.0100363818843307 0.00405334198046289 0.00563179335072932 0.00392449275931086 0.0044099488445934 0.00543847722637661 0.00219949411635324
"heated" 0.00361768323565589 0 0.000831697661266177 0 0 0.00544025242771265 0.00543862511557078 0 0 0.00448517649169495 0 0 0.00382672585335987 0 0.00231894812513044 0.00611097531165974 0.0374551875434748 0.0174025024798566 0 0 0 0 0 0 0 0.00065078745281791 0 0 0 0 0 0 0 0 0 0.00592358574390364 0.00747868574562497 0.00381155663973167 0 0 0 0 0 0 0 0 0 0.0162337662337662 0 0 0 0 0 0 0 0 0 0 0.00570515746234596 0.00194170986971127 0 0.00250909547108267 0 0.00187726445024311 0.00196224637965543 0 0 0.00219949411635324
"ingenuity" 0 0 0.00790112778202868 0 0.00275747966358748 0.00544025242771265 0.00815793767335618 0.00544114046304105 0.00544054840727945 0.00299011766112997 0 0 0.00382672585335987 0 0 0.00203699177055325 0.00713432143685234 0.0139220019838853 0 0 0 0 0 0 0 0.00195236235845373 0 0 0.00272739669984999 0.00652897777971229 0 0 0 0.00316726316789662 0.00251167930878585 0.00394905716260243 0.00249289524854166 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00250909547108267 0 0.00187726445024311 0 0 0.00543847722637661 0.00219949411635324
"kerneguy" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0683542070911977 0.0842963970088375 0
"keys" 0.00361768323565589 0.00220332261049663 0 0.00287438919229664 0 0 0 0 0 0.0104654118139549 0 0.00382745818501933 0 0.0153092467850582 0.00463789625026088 0 0 0 0 0 0 0 0.00541447831501435 0.00272903419479846 0 0.00130157490563582 0 0 0 0 0.00522084159966587 0 0 0 0 0.00197452858130121 0.00249289524854166 0 0 0.00380937869033561 0 0 0 0 0 0.0277238702522872 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0058251296091338 0 0.00501819094216535 0.00405334198046289 0.0450543468058345 0 0.0022049744222967 0 0.00219949411635324
"kite" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.097454013887197 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00194170986971127 0 0.00250909547108267 0.00405334198046289 0 0 0 0 0.00439898823270648
"landed" 0.00361768323565589 0 0.00291094181443162 0.00287438919229664 0.0110299186543499 0.00272012621385632 0.00271931255778539 0.00544114046304105 0 0.0149505883056498 0.00382614018977655 0 0 0 0.00463789625026088 0.00407398354110649 0.00356716071842617 0.00174025024798566 0 0 0.00213734584393101 0.00743328625585371 0 0.00545806838959692 0 0 0.0027269504513103 0 0.00272739669984999 0 0.00348056106644391 0.00316686195648732 0 0 0.00753503792635756 0.00197452858130121 0 0.00381155663973167 0 0.00571406803550341 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00194170986971127 0 0.00501819094216535 0.00202667099023145 0.00375452890048621 0 0 0 0
"lydia" 0 0 0.000415848830633088 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00592358574390364 0.144587924415416 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"malignant" 0.00361768323565589 0.00220332261049663 0 0 0 0.00544025242771265 0.0108772502311416 0.00544114046304105 0.00544054840727945 0 0.00382614018977655 0 0 0 0 0 0 0 0 0 0 0.00185832156396343 0 0 0 0.00520629962254328 0 0 0 0.00870530370628305 0.00174028053322196 0 0 0 0.00251167930878585 0 0 0.00190577831986583 0.00190588728582592 0.0019046893451678 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00570515746234596 0.00194170986971127 0.00485377988108239 0 0.00202667099023145 0 0.027471449315176 0.0022049744222967 0.0299116247450714 0
"massive" 0.00723536647131177 0.00660996783148989 0.00124754649189926 0 0 0 0 0 0.00272027420363973 0.00747529415282491 0.00765228037955311 0 0.00765345170671973 0.00765462339252909 0.00463789625026088 0 0 0 0 0 0.00213734584393101 0 0 0 0 0 0.0054539009026206 0.0109095867994 0.00272739669984999 0.00217632592657076 0 0.00633372391297463 0.00950058586946195 0 0 0.00987264290650607 0.0124644762427083 0 0.00571766185747775 0.0019046893451678 0.0225733634311512 0 0 0 0.0139547864917667 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00388341973942254 0 0 0.00202667099023145 0.00187726445024311 0.00784898551862172 0.0022049744222967 0.00271923861318831 0
"meat" 0 0 0.00415848830633088 0 0 0 0 0.00272057023152053 0 0 0 0 0 0 0.00231894812513044 0 0.00178358035921308 0.00522075074395698 0 0.00408030031010282 0.00427469168786201 0.00371664312792686 0 0.00272903419479846 0 0.00130157490563582 0 0 0.00272739669984999 0 0.00174028053322196 0 0.00316686195648732 0 0 0.00987264290650607 0 0.00381155663973167 0.00952943642912958 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0100363818843307 0.0121600259413887 0.00187726445024311 0 0.00881989768918681 0 0.0153964588144727
"mob" 0.00361768323565589 0.00220332261049663 0.00249509298379853 0 0 0 0 0 0 0.0179407059667798 0 0 0 0 0 0.00407398354110649 0 0.00174025024798566 0 0.00408030031010282 0 0 0 0 0 0.00390472471690746 0.0054539009026206 0.00272739669984999 0.0163643801991 0.00435265185314153 0.00348056106644391 0.00316686195648732 0 0 0 0.00197452858130121 0.0174502667397916 0 0.00381177457165183 0.0019046893451678 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0569476082004556 0 0 0 0.0114103149246919 0 0.0024268899405412 0 0 0 0 0.0022049744222967 0 0
"mood" 0.00361768323565589 0.00881329044198652 0 0 0.00551495932717496 0 0 0 0 0 0.00765228037955311 0 0 0.00382731169626454 0.00231894812513044 0 0 0 0.00437617609732616 0 0.00213734584393101 0 0.0108289566300287 0.00818710258439538 0.0120982376900432 0.00130157490563582 0 0 0.00272739669984999 0.00435265185314153 0.00696112213288782 0.00316686195648732 0.00316686195648732 0.00633452633579324 0 0.00394905716260243 0 0.0057173349595975 0.00381177457165183 0.00571406803550341 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00194170986971127 0.0024268899405412 0.00752728641324802 0.00405334198046289 0.00375452890048621 0.00196224637965543 0.0022049744222967 0.00271923861318831 0.0109974705817662
"neglect" 0 0 0.00124754649189926 0.00287438919229664 0.00275747966358748 0.00816037864156897 0.00815793767335618 0.00816171069456158 0 0.00149505883056498 0 0 0 0 0 0 0 0 0 0.00816060062020565 0 0.00185832156396343 0.00541447831501435 0.00545806838959692 0.00403274589668105 0.00846023688663283 0.0027269504513103 0 0 0.00217632592657076 0.00696112213288782 0.00633372391297463 0.00950058586946195 0 0.00502335861757171 0.00394905716260243 0 0 0 0.0019046893451678 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00194170986971127 0.0024268899405412 0.00250909547108267 0.00608001297069434 0.00187726445024311 0 0.0022049744222967 0 0.00219949411635324
"objection" 0.0108530497069677 0.00440664522099326 0.00415848830633088 0.00287438919229664 0.00275747966358748 0.00272012621385632 0 0 0 0.00299011766112997 0.00382614018977655 0 0.00765345170671973 0 0.00463789625026088 0.00203699177055325 0 0.00696100099194264 0 0.0102007507752571 0 0 0 0 0.00403274589668105 0.00130157490563582 0 0 0.00272739669984999 0.00217632592657076 0 0 0 0 0.00251167930878585 0 0.00249289524854166 0 0.00190588728582592 0 0 0 0 0.0282805429864253 0 0 0 0 0 0 0 0 0 0 0 0.0535475234270415 0 0 0 0.0058251296091338 0.0024268899405412 0.00752728641324802 0.00202667099023145 0.00187726445024311 0.00196224637965543 0.0066149232668901 0.00271923861318831 0.00439898823270648
"occurrence" 0 0.00440664522099326 0.00873282544329485 0.00287438919229664 0.00551495932717496 0.00272012621385632 0.00271931255778539 0 0 0.00149505883056498 0 0 0.00382672585335987 0 0.00231894812513044 0 0 0 0 0 0.00641203753179302 0 0.0108289566300287 0.00545806838959692 0 0.00325393726408955 0.0054539009026206 0 0.00272739669984999 0.00217632592657076 0.00174028053322196 0 0 0 0.00502335861757171 0.00197452858130121 0 0.00381155663973167 0 0 0 0 0 0 0.0139547864917667 0 0 0 0 0.063552589768033 0 0 0 0 0 0 0 0.0541711809317443 0 0.00194170986971127 0.00728066982162359 0 0 0 0.00196224637965543 0 0 0
"opposition" 0 0.0110166130524831 0.00291094181443162 0 0.00275747966358748 0 0 0.00272057023152053 0.00816082261091918 0.00299011766112997 0 0 0.00382672585335987 0 0 0 0 0.00174025024798566 0 0 0.00854938337572403 0.00557496469189028 0 0 0 0.0065078745281791 0.0027269504513103 0.00272739669984999 0.00272739669984999 0.00217632592657076 0.00174028053322196 0 0 0 0.00502335861757171 0 0 0.00190577831986583 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00194170986971127 0.0024268899405412 0 0.00405334198046289 0.00187726445024311 0.013735724657588 0 0.00543847722637661 0.00439898823270648
"painter" 0 0.00220332261049663 0.00207924415316544 0.00287438919229664 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00522075074395698 0.00218808804866308 0.00204015015505141 0 0.00185832156396343 0 0 0 0.00065078745281791 0 0.0790945042956498 0.00545479339969999 0.00435265185314153 0 0.00633372391297463 0 0 0 0.00197452858130121 0 0.00190577831986583 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.543056633048875 0 0 0 0 0 0 0 0.00392449275931086 0.0044099488445934 0 0
"polished" 0 0.00220332261049663 0.00540603479823015 0 0 0 0.00543862511557078 0.00544114046304105 0 0.00149505883056498 0 0 0 0 0 0.00407398354110649 0.00713432143685234 0.0087012512399283 0 0 0.00213734584393101 0 0 0 0 0.00520629962254328 0 0.00545479339969999 0 0.00435265185314153 0 0 0.00950058586946195 0.00316726316789662 0 0.00789811432520486 0.00249289524854166 0 0.00190588728582592 0.0019046893451678 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00250909547108267 0 0.00187726445024311 0.00588673913896629 0 0 0.00659848234905972
